id,gender,masterCategory,subCategory,articleType,baseColour,season,usage,productDisplayName,colorgroup
22372,Men,Apparel,Topwear,Shirts,Red,Fall,Casual,Mark Taylor Men White Striped Red Shirt,Red
19933,Men,Accessories,Accessories,Accessory Gift Set,Red,Fall,Formal,Reid & Taylor Men Formal Red Tie+Cufflink+Pocket square - Combo Pack,Red
7510,Women,Apparel,Bottomwear,Capris,Black,Summer,Sports,Nike Women As Be Strong Black Capri,Black
34217,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,Proline Navy Blue Polo T-shirt,Blue
28648,Women,Apparel,Topwear,Tshirts,Purple,Summer,Sports,Nike Women Slim Crew Purple T-shirt,Purple
17095,Women,Accessories,Wallets,Wallets,Black,Winter,Casual,Lino Perros Women Button Flap Black Wallet,Black
50752,Men,Footwear,Shoes,Formal Shoes,Black,Winter,Formal,Red Chief Men Black Formal Shoes,Black
8558,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,Basics Men Black T-shirt,Black
13435,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,United Colors of Benetton Men Stripes Blue Tshirts,Blue
43345,Men,Footwear,Shoes,Casual Shoes,Olive,Summer,Casual,Reebok Men Olive Blaze Ultra Casual Shoes,Green
2062,Men,Apparel,Topwear,Tshirts,Grey,Winter,Casual,Lee Mens  T-shirt,Grey
33032,Women,Apparel,Topwear,Kurtas,Green,Summer,Ethnic,Mother Earth Women Printed Green Kurta,Green
24085,Men,Apparel,Topwear,Sweatshirts,White,Fall,Casual,Manchester United Men White Sweatshirt,White
25157,Women,Accessories,Bags,Handbags,Black,Winter,Casual,Lino Perros Women Leatherette Black Handbag,Black
11362,Women,Apparel,Topwear,Tops,Beige,Fall,Casual,United Colors of Benetton Women  Printed Beige Top,Brown
39508,Unisex,Accessories,Bags,Backpacks,Black,Summer,Casual,Peter England Unisex Black Backpack,Black
52839,Women,Accessories,Jewellery,Earrings,Pink,Summer,Casual,Adrika Pink Earrings,Pink
14610,Men,Accessories,Socks,Socks,Purple,Summer,Casual,United Colors of Benetton Men Stripes Purple Socks,Purple
20425,Women,Accessories,Wallets,Wallets,Black,Winter,Casual,Baggit Women Hero Brush Black Wallet,Black
36540,Unisex,Accessories,Belts,Belts,Brown,Summer,Casual,United Colors of Benetton Unisex Brown Belt,Brown
47381,Women,Accessories,Bags,Handbags,Taupe,Summer,Casual,Baggit Women Taupe Bag,Yellow
50336,Women,Apparel,Topwear,Kurtis,Cream,Summer,Ethnic,Aurelia Women Cream Printed Kurti,White
8900,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,Indigo Nation Men Bling Blue Shirts,Blue
22716,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,Nike Men Dart 9 Leather White Sports Shoes,White
7174,Men,Apparel,Topwear,Shirts,Green,Fall,Casual,Scullers Men Green & Purple Checked Shirt,Green
46253,Women,Apparel,Topwear,Kurtas,White,Summer,Ethnic,Fusion Beats Women White Printed Kurta,White
27264,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,Arrow Woman Pink Printed Top,Pink
54796,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,Peter England Men Blue Jeans,Blue
13051,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,Spykar Men Check Blue Shirts,Blue
43721,Women,Accessories,Jewellery,Bangle,Gold,Summer,Casual,Royal Diadem Set of 2 Golden Bangles,Metallic
31301,Men,Apparel,Topwear,Shirts,Blue,Summer,Formal,John Miller Men Striped Blue Shirt,Blue
12183,Men,Apparel,Topwear,Shirts,White,Fall,Casual,Basics Men White Slim Fit Checked Shirt,White
55644,Women,Footwear,Shoes,Heels,Black,Winter,Casual,Catwalk Women Black Heels,Black
7948,Men,Apparel,Topwear,Tshirts,Blue,Fall,Sports,Puma Men's Chevron Wording Blue T-shirt,Blue
25533,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,Wrangler Men American Flag Blue Shirt,Blue
11706,Men,Apparel,Topwear,Shirts,Yellow,Fall,Casual,Lee Men Check Yellow Shirts,Yellow
36918,Men,Accessories,Wallets,Wallets,Black,Winter,Casual,Fossil Men Black Evans Wallet,Black
32584,Women,Apparel,Topwear,Tops,Yellow,Summer,Casual,ONLY Women Crepe Printed Yellow Top,Yellow
33456,Women,Accessories,Bags,Handbags,Green,Summer,Casual,Baggit Women Billuz Roy Green Handbag,Green
21193,Unisex,Accessories,Bags,Backpacks,Navy Blue,Summer,Casual,Quiksilver Unisex Navy Blue Backpack,Blue
39950,Men,Footwear,Flip Flops,Flip Flops,Green,Summer,Casual,Gas Men Green Freak Flip Flops,Green
20041,Women,Accessories,Bags,Handbags,Grey,Fall,Casual,United Colors of Benetton Women Solid Grey Handbags,Grey
40998,Girls,Apparel,Bottomwear,Jeans,Black,Summer,Casual,Palm Tree Girls Woven Black Jeans,Black
5623,Men,Footwear,Flip Flops,Flip Flops,Grey,Summer,Casual,Nike Men's Splash Thong Black Red Flip Flop,Grey
41244,Men,Accessories,Belts,Belts,Brown,Summer,Formal,Arrow Men Brown Belt,Brown
11534,Women,Apparel,Topwear,Kurtas,Purple,Summer,Ethnic,W Women Printed Purple Kurtas,Purple
40396,Women,Apparel,Topwear,Shirts,Multi,Summer,Casual,Tonga Women Multi Colored Shirt,Multi
52653,Women,Accessories,Bags,Handbags,Grey,Summer,Casual,Mod'acc Women Grey Handbag,Grey
15194,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,Arrow Sport Men Printed Black Tshirt,Black
36316,Boys,Apparel,Topwear,Tshirts,White,Summer,Casual,Mr.Men Boys Mr. Messy White T-shirt,White
5411,Women,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,Tribord To 100 Basic Lady Ss11,Black
44736,Men,Footwear,Shoes,Formal Shoes,Black,Summer,Formal,U.S. Polo Assn. Men Black Formal Shoes,Black
53781,Men,Apparel,Topwear,Tshirts,Blue,,Sports,Puma Men Blue Sless Round Neck T-shirt,Blue
34441,Women,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,Myntra Women Peace Love Chocolate Yellow T-shirt,Yellow
6294,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,UCB Men's Super Star Print Green T-shirt,Green
7346,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,Tantra Men's Budwiser Blue T-shirt,Blue
22524,Unisex,Footwear,Sandal,Sandals,Grey,Fall,Casual,Crocs Unisex Grey Sandals,Grey
49815,Women,Footwear,Flip Flops,Flip Flops,Black,Winter,Casual,iPanema Women Black Flip Flops,Black
43513,Women,Apparel,Dress,Dresses,Orange,Summer,Casual,French Connection Women Orange Dress,Orange
28822,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,Denizen Men Blue Jeans,Blue
2634,Men,Footwear,Sandal,Sandals,Beige,Fall,Casual,Carlton London Men Beige Strapped Sandal,Brown
27056,Women,Accessories,Bags,Handbags,White,Summer,Casual,Yelloe White Chain Detail Handbag,White
13263,Women,Apparel,Bottomwear,Skirts,Pink,Fall,Casual,Palm Tree Kids Girl Solid Pink Skirts,Pink
19759,Unisex,Accessories,Watches,Watches,Pink,Winter,Casual,Ice Unisex Sili Pink Watch,Pink
26184,Women,Footwear,Shoes,Flats,Brown,Winter,Casual,Rocia Women Brown Casual Sandals,Brown
31133,Men,Apparel,Topwear,Shirts,Black,Summer,Formal,John Miller Men Striped Black Shirt,Black
49029,Women,Accessories,Jewellery,Ring,Silver,Summer,Casual,Lucera Women Set of Two Silver Ring,Grey
47375,Women,Accessories,Bags,Handbags,Brown,Summer,Casual,Baggit Women Brown Handbag,Brown
6052,Men,Apparel,Topwear,Shirts,Pink,Summer,Casual,UCB Men Basic Logo Pink Shirt,Pink
17405,Men,Accessories,Socks,Socks,Green,Summer,Casual,Reid & Taylor Men Stripes Green Socks,Green
9826,Women,Apparel,Topwear,Tshirts,Green,Fall,Casual,Little Miss Women Printed Green T-shirt,Green
7180,Women,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,Jealous 21 Women Zipped Ankle Shimmer Blue Jeans,Blue
35755,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,Force 10 Men Black & Grey Sports Shoes,Black
27290,Women,Apparel,Topwear,Kurtas,Maroon,Fall,Ethnic,Mother Earth Women Maroon Kurta,Red
3520,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Myntra Men's Reaching The Moon Black T-shirt,Black
12177,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,Basics Men Blue Slim Fit Shirt,Blue
26342,Women,Accessories,Watches,Watches,White,Winter,Casual,DKNY Women White Dial Watch NY8294,White
32570,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,ONLY Women Pink Top,Pink
39198,Women,Footwear,Shoes,Heels,Brown,Winter,Casual,Catwalk Women Brown Flats,Brown
20889,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,Casual,Basics Men Grey Casual Shoes,Grey
40150,Boys,Apparel,Topwear,Tshirts,Grey,Summer,Casual,Gini and Jony Boys Surfs Up Grey T-shirt,Grey
10620,Women,Footwear,Flip Flops,Flip Flops,Gold,Fall,Casual,Carlton London Women Casual Gold Slippers,Metallic
24415,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,Casual,ADIDAS Men Zeitfrei Slide Black Flip Flops,Black
45422,Women,Footwear,Shoes,Flats,Brown,Winter,Casual,Rocia Women Brown Sandals,Brown
4705,Unisex,Accessories,Watches,Watches,Black,Winter,Sports,ADIDAS Unisex Seoul Black Watch,Black
56809,Women,Apparel,Topwear,Kurtis,Yellow,Summer,Ethnic,Aneri Women Printed Beige Kurti,Yellow
21167,Women,Apparel,Topwear,Tops,Black,Fall,Casual,s.Oliver Women Solid Black Top,Black
15352,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,Casual,Red Tape Men Brown Shoes,Brown
37002,Women,Accessories,Bags,Handbags,Blue,Summer,Casual,Lino Perros Women Blue Sling Bag,Blue
32742,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,Casual,Fila Men Calve Grey Shoes,Grey
56207,Women,Accessories,Jewellery,Pendant,Gold,Winter,Casual,Estelle Women Gold Pendant,Metallic
10412,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,United Colors of Benetton Men Printed Grey Tshirts,Grey
24627,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,Converse Unisex Black Shoes,Black
33690,Men,Footwear,Shoes,Casual Shoes,White,Winter,Casual,Cobblerz Men White & Red Casual Shoes,White
21355,Women,Accessories,Eyewear,Sunglasses,Silver,Winter,Casual,Van Heusen Women Casual Silver Frame Sunglasses,Grey
15160,Men,Apparel,Topwear,Tshirts,Orange,Fall,Casual,Arrow Sport Men Stripes Orange Polo Tshirts,Orange
45610,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,Formal,Arrow Men Brown Formal Shoes,Brown
37230,Men,Accessories,Belts,Belts,Red,Summer,Casual,United Colors of Benetton Men Canvas Red Belt,Red
53775,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,Puma Men Soft Red T-shirt,Red
1879,Men,Apparel,Topwear,Tshirts,Red,Winter,Casual,FIFA Mens 1982 Spain Red T-shirt,Red
48933,Women,Accessories,Jewellery,Ring,Silver,Summer,Casual,Lucera Women Silver Ring,Grey
17637,Unisex,Accessories,Scarves,Scarves,Black,Fall,Casual,Puma Unisex Graphic Black Scarf,Black
30829,Women,Apparel,Bottomwear,Churidar,Blue,Summer,Ethnic,Fabindia Women Blue Mangalgiri Churidar,Blue
47147,Women,Accessories,Bags,Handbags,Orange,Summer,Casual,Be For Bag Women Combo pack Tote Bags,Orange
35567,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,Formal,Arrow Men Brown Formal Shoes,Brown
46095,Women,Footwear,Flip Flops,Flip Flops,Blue,Summer,Casual,ADIDAS Women Blue Cherryanda Flip Flops,Blue
13297,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,Gini and Jony Kids Boys Printed White Tshirts,White
54550,Women,Apparel,Topwear,Kurtas,Multi,Summer,Ethnic,Global Desi Women Multi Coloured Kurta,Multi
12345,Women,Apparel,Saree,Sarees,Maroon,Spring,Ethnic,Xoxo Women Maroon Pure Georgette Solid Ready-to-wear Saree,Red
3712,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,Lee Men's Navy Blue Polo T-shirt,Blue
29904,Men,Accessories,Watches,Watches,Black,Winter,Casual,Police Men Black Dial Watch PL10812JS,Black
10076,Women,Apparel,Topwear,Tshirts,Black,Fall,Casual,Puma Women Large logo tee Black Tshirts,Black
32326,Men,Accessories,Watches,Watches,Black,Winter,Casual,Q&Q Men Black Dial Watch KV98J202Y,Black
56663,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,Casual,United Colors of Benetton Men Brown Shoes,Brown
5081,Women,Accessories,Watches,Watches,White,Winter,Casual,Being Human Women White Silicon Strap Stones Watch,White
37654,Men,Accessories,Socks,Socks,Beige,Summer,Casual,Playboy Men Beige Socks,Brown
15504,Women,Footwear,Shoes,Casual Shoes,Black,Fall,Casual,Carlton London Women Casual Black Casual Shoes,Black
45274,Women,Accessories,Wallets,Wallets,Beige,Summer,Casual,Lino Perros Women Beige Twofold Wallet,Brown
4153,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,Nike Men's Sweet Classic Black White Shoe,Black
11998,Men,Apparel,Topwear,Shirts,White,Fall,Formal,Mark Taylor Men White Striped Shirt,White
36786,Men,Accessories,Watches,Watches,Navy Blue,Winter,Casual,Maxima Men Navy Blue Attivo Watch,Blue
35103,Women,Accessories,Stoles,Stoles,Yellow,Spring,Casual,Allen Solly Women Yellow Stole,Yellow
16381,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,Formal,Peter England Men Stripes Navy Blue Trouser,Blue
51446,Women,Apparel,Topwear,Tops,Cream,Summer,Casual,Tonga Women Cream-Coloured Top,White
17253,Men,Apparel,Topwear,Tshirts,White,Winter,Casual,U.S. Polo Assn. Men Printed Ivory Tshirt,White
6604,Women,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Spykar Women's Day Beach  Blue Melange T-shirt,Blue
54908,Men,Apparel,Topwear,Tshirts,Beige,Summer,Casual,Do U Speak Green Men Beige T-Shirt,Brown
12721,Unisex,Footwear,Sandal,Sandals,Black,Fall,Casual,ADIDAS Unisex Casual Black Sandals,Black
3376,Women,Footwear,Shoes,Sports Shoes,Black,Spring,Sports,Asics Women Gel Technology Active Black White Pink Shoe,Black
22988,Men,Apparel,Bottomwear,Shorts,Black,Summer,Sports,2go Active Gear USA Men Black John Shorts,Black
43183,Men,Accessories,Watches,Watches,Black,Winter,Casual,Fastrack Men Black Watch,Black
54134,Women,Footwear,Shoes,Heels,Brown,Winter,Casual,Rocia Women Brown Heels,Brown
51674,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,Casual,Louis Philippe Men Brown Sunglasses,Brown
3978,Men,Apparel,Topwear,Tshirts,Maroon,Summer,Casual,Mr.Men Men's Busy Doing Nothing Maroon T-shirt,Red
22386,Men,Apparel,Topwear,Shirts,White,Fall,Casual,Mark Taylor Men White & Navy Striped Shirt,White
35331,Women,Accessories,Jewellery,Earrings,Silver,Winter,Ethnic,Fabindia Women Silver Anusuya Earrings,Grey
6436,Men,Footwear,Shoes,Casual Shoes,White,Summer,Casual,Lotto Men's Calcetto White Shoe,White
18815,Unisex,Accessories,Wallets,Wallets,Olive,Summer,Casual,Peter England Unisex Casual Olive Wallet,Green
23254,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,Formal,Arrow Men Formal Brown Shoes,Brown
17061,Women,Accessories,Belts,Belts,Brown,Winter,Casual,Lino Perros Women Flower Design Light Brown Belt,Brown
31791,Women,Apparel,Topwear,Tops,Grey,Summer,Casual,Lee Women Delna Grey Top,Grey
42263,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,John Players Men Blue Jeans,Blue
12513,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,Casual,Red Tape Men Brown Shoes,Brown
26726,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Puma Men Graphic Black T-shirt,Black
18029,Women,Accessories,Bags,Handbags,Grey,Winter,Casual,Lino Perros Women Printed Grey Black Handbag,Grey
48759,Women,Accessories,Jewellery,Jewellery Set,White,Summer,Casual,Miki Pearl Women Ivory Jewellery Set,White
2096,Men,Apparel,Topwear,Shirts,Green,Winter,Casual,Lee Men Olive Green Shirt,Green
1613,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,Reebok Men White Polo Tshirt,White
40534,Women,Accessories,Watches,Watches,Silver,Winter,Casual,Titan Women Silver Dial Watch,Grey
10244,Women,Accessories,Bags,Handbags,Beige,Winter,Casual,Murcia Women Emma Beige Handbags,Brown
24071,Women,Footwear,Shoes,Heels,Grey,Winter,Casual,Catwalk Women Grey Heels,Grey
11396,Men,Apparel,Topwear,Tshirts,Purple,Fall,Casual,United Colors of Benetton Men Light Winter Purple Tshirts,Purple
53123,Women,Apparel,Topwear,Tshirts,Black,Summer,Casual,Myntra Women Black T-shirt,Black
44194,Women,Footwear,Flip Flops,Flip Flops,Gold,Winter,Casual,iPanema Women Gold Flip Flops,Metallic
45046,Men,Accessories,Watches,Watches,Black,Winter,Casual,Maxima Men Black Watch,Black
4361,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Free Authority Men's Melting Times Blue T-shirt,Blue
15736,Men,Footwear,Shoes,Casual Shoes,White,Fall,Casual,Nike Men Sweet Classic high White Casual Shoes,White
27855,Women,Apparel,Topwear,Shirts,Navy Blue,Summer,Casual,Scullers For Her Check Navy Blue Shirt,Blue
26987,Women,Apparel,Bottomwear,Shorts,Black,Summer,Casual,Jealous 21 Women Black Shorts,Black
7379,Men,Footwear,Shoes,Casual Shoes,Black,Winter,Casual,Red Tape Men's Blk Casual Black Shoe,Black
31930,Women,Accessories,Bags,Clutches,Black,Summer,Casual,Fabindia Women Black Silk Clutch,Black
50907,Women,Apparel,Saree,Sarees,Blue,Fall,Ethnic,Prafful Blue and Maroon Crepe Printed Sari,Blue
46862,Men,Accessories,Socks,Socks,Black,Summer,Casual,Lino Perros Men Pack of 2 Socks,Black
19766,Unisex,Accessories,Watches,Watches,Pink,Winter,Casual,Ice Unisex Sili Pink Watch,Pink
49016,Women,Accessories,Jewellery,Ring,Silver,Summer,Casual,Lucera Women Silver Ring,Grey
8331,Boys,Apparel,Topwear,Tshirts,White,Fall,Casual,Doodle Boy's Car Print Teen Kidswear,White
15997,Men,Apparel,Topwear,Shirts,White,Fall,Formal,Turtle Check Men White Shirt,White
39361,Men,Accessories,Watches,Watches,Black,Winter,Casual,Timex Helix Men Black Dial Watch,Black
14845,Men,Accessories,Wallets,Wallets,Brown,Summer,Casual,United Colors of Benetton Men Solid Brown Wallets,Brown
59284,Men,Accessories,Watches,Watches,White,Winter,Casual,Titan Men White Dial Watch,White
36329,Men,Footwear,Shoes,Casual Shoes,Purple,Spring,Casual,Newfeel Men Purple Casual Shoes,Purple
44709,Men,Footwear,Flip Flops,Flip Flops,Red,Summer,Casual,Lotto Men Red Surf Island Flip Flop,Red
14079,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual,Flying Machine Men Solid Navy Blue Polo Tshirts,Blue
11739,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual,Lee Men Stripes Red T-shirt,Red
39153,Women,Apparel,Topwear,Kurtas,Brown,Summer,Ethnic,Aneri Women Brown Printed Kurta,Brown
41049,Men,Accessories,Watches,Watches,Black,Winter,Casual,Nautica Men Black Dial Chronograph Watch,Black
21990,Women,Accessories,Bags,Handbags,Black,Winter,Casual,Murcia Women Black Casual Handbag,Black
20842,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,Casual,Red Tape Men Brown Shoes,Brown
33469,Women,Accessories,Belts,Belts,Gold,Summer,Casual,Baggit Women Capture Bar Gold Belt,Metallic
15399,Men,Footwear,Shoes,Casual Shoes,White,Fall,Casual,Fila Men Zoom White Casual Shoes,White
41875,Men,Footwear,Sandal,Sandals,Brown,Fall,Casual,Estd. 1977 Men Brown Sandals,Brown
58164,Women,Accessories,Wallets,Wallets,Turquoise Blue,Summer,Casual,Rocky S Women Turquoise Blue Wallet,Blue
57910,Men,Accessories,Socks,Socks,Navy Blue,Summer,Casual,Fruit of the Loom Men Navy Blue Pack of Three Socks,Blue
13852,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,Indigo Nation Men Check Blue Shirts,Blue
6099,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,UCB Men's Lost Dog Print Blue T-shirt,Blue
50309,Men,Accessories,Ties,Ties,Maroon,Summer,Formal,Park Avenue Men Maroon Tie,Red
22729,Men,Footwear,Shoes,Casual Shoes,Charcoal,Fall,Casual,Nike Men Air Max 90 VT Grey Casual Shoes,Black
12980,Men,Footwear,Flip Flops,Flip Flops,Brown,Fall,Casual,ADIDAS Mens Calo Lea M Brown Flip Flops,Brown
18486,Women,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,Puma Women Washed Blue Jeans,Blue
8103,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,ADIDAS Men's Barricade Team Black Silver Red Shoe,Black
26389,Men,Apparel,Topwear,Shirts,Magenta,Summer,Formal,Turtle Men Check Magenta Shirt,Purple
19554,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual,United Colors of Benetton Men Solid Navy Blue TShirt,Blue
25168,Women,Accessories,Bags,Handbags,Black,Winter,Casual,Lino Perros Women Leatherette Black Handbag,Black
52806,Men,Accessories,Wallets,Wallets,Black,Summer,Casual,JAG Men Black Leather Wallet,Black
58500,Women,Apparel,Topwear,Tops,White,Summer,Casual,Tonga Women Printed White Top,White
33831,Men,Footwear,Shoes,Casual Shoes,White,Summer,Casual,Puma Men II Biz White Shoes,White
24886,Women,Apparel,Topwear,Tshirts,Blue,Summer,Casual,United Colors of Benetton Women Blue Polo T-shirt,Blue
25954,Women,Accessories,Scarves,Scarves,Black,Summer,Casual,Femella Women Black Scarf,Black
16178,Men,Footwear,Shoes,Formal Shoes,Black,Fall,Formal,Enroute Men Leather Black Formal Shoes,Black
46608,Women,Footwear,Shoes,Heels,Silver,Winter,Casual,Catwalk Women Silver Heels,Grey
34228,Men,Apparel,Topwear,Tshirts,Purple,Summer,Casual,Proline Men Purple T-shirt,Purple
2861,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,Inkfruit Men's I am Hooked Green T-shirt,Green
28677,Men,Apparel,Topwear,Tshirts,Red,Summer,Sports,Proline Men Red T-shirt,Red
49640,Women,Apparel,Topwear,Tops,Turquoise Blue,Summer,Casual,Mineral Women Turquoise Blue Top,Blue
19130,Men,Footwear,Flip Flops,Flip Flops,Grey,Fall,Casual,Lotto Men Racing Grey Slippers,Grey
17896,Men,Apparel,Topwear,Tshirts,Red,Fall,Sports,Nike Mens Football Red Jersey,Red
48792,Women,Accessories,Jewellery,Pendant,Silver,Summer,Casual,Lucera Women Silver Pendant,Grey
17298,Men,Accessories,Socks,Socks,White,Winter,Sports,Puma Men Pack of 3 Sports Socks,White
28445,Women,Accessories,Bags,Handbags,Pink,Summer,Casual,Kiara Women Pink Handbag,Pink
19302,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,Nike Men Waffle Racer II Black Sports Shoes,Black
22943,Unisex,Accessories,Watches,Watches,Blue,Winter,Casual,Fastrack Unisex Blue Dial Watch 9915PP01,Blue
9687,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,ADIDAS Men Ess 3s White T-Shirt,White
43148,Women,Accessories,Watches,Watches,Blue,Winter,Casual,Fastrack Women Blue Watch,Blue
34826,Men,Footwear,Shoes,Sports Shoes,Navy Blue,Fall,Sports,ADIDAS Men Speedtrek Navy Blue Sports Shoes,Blue
24288,Men,Apparel,Topwear,Sweatshirts,Grey,Summer,Casual,Quiksilver Men Grey Sweatshirt,Grey
5876,Women,Accessories,Bags,Handbags,Black,Summer,Casual,Puma Women Heritage Black Handbag,Black
20628,Women,Accessories,Wallets,Wallets,Grey,Winter,Casual,Baggit Women Voodoo Viva Grey Wallet,Grey
58732,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,Puma Men Grey T-shirt,Grey
11953,Men,Footwear,Shoes,Casual Shoes,Beige,Summer,Casual,Ganuchi Men Casual Beige Casual Shoes,Brown
4198,Boys,Apparel,Topwear,Tshirts,Red,Summer,Casual,Disney Kids Boy's Red Royal Sailing Kidswear,Red
38411,Women,Accessories,Belts,Belts,Black,Summer,Casual,Baggit Women Black Flora Taj Belt,Black
44997,Men,Accessories,Watches,Watches,Grey,Winter,Casual,Maxima Men Scuba Digital Watch,Grey
45845,Women,Apparel,Topwear,Kurtas,Green,Summer,Ethnic,Vishudh Women Green Kurta,Green
24872,Men,Accessories,Socks,Socks,Cream,Summer,Casual,Reid & Taylor Men Bright Assorted Cream Socks,White
15709,Men,Footwear,Shoes,Sports Shoes,Green,Fall,Sports,Puma Men Whirlwind Classic Green Sports Shoes,Green
29751,Men,Accessories,Watches,Watches,Black,Winter,Casual,Fossil Men Black Dial Chronograph Watch FS4532,Black
3947,Women,Apparel,Topwear,Tshirts,White,Summer,Casual,Jealous 21 Women's White XOXO Trendy T-shirt,White
6409,Women,Footwear,Shoes,Casual Shoes,White,Summer,Casual,Lotto Women's Leisure White Shoe,White
2895,Women,Footwear,Shoes,Heels,Blue,Winter,Casual,Catwalk Women Heeled Black Silver Strap Heels,Blue
8593,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,Scullers Men Black Polo T-Shirts,Black
26719,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,Puma Men Red T-shirt,Red
18016,Women,Accessories,Belts,Belts,Olive,Winter,Casual,Lino Perros Women Solid Olive Belt,Green
54339,Men,Accessories,Socks,Socks,Black,Summer,Casual,Levis Men Pack of 3 Socks,Black
9441,Unisex,Accessories,Bags,Backpacks,Black,Spring,Casual,Nike Unisex Hayward 25m B Black Backpacks,Black
48766,Women,Accessories,Jewellery,Jewellery Set,White,Summer,Casual,Miki Pearl Women Ivory Jewellery Set,White
29563,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,Casual,Vans Men Rata Vulc Brown Shoes,Brown
42852,Women,Accessories,Bags,Handbags,Multi,Summer,Casual,French Connection Women Multi Colour Shopper Bag,Multi
54937,Women,Apparel,Topwear,Tshirts,Beige,Summer,Casual,Do u speak green Women Beige T-shirt,Brown
35900,Women,Accessories,Bags,Handbags,Green,Fall,Casual,Peperone Women Green Handbag,Green
49486,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,Casual,Vans Men Blue Casual Shoes,Blue
3349,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,Myntra Men's Expected Career Path Black T-shirt,Blue
9673,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,Casual,ADIDAS Men Ess 3s Hsj Navy Blue Shorts,Blue
23865,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,ADIDAS Men Black Fluid Trainer M Sports Shoes,Black
18224,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual,Manchester United Men Printed Red Tshirt,Red
5882,Women,Apparel,Topwear,Tshirts,Green,Summer,Casual,Puma Women's Graphic Logo Green T-shirt,Green
10049,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,Puma Men Mns Body Train Black Tshirts,Black
40739,Unisex,Footwear,Flip Flops,Flip Flops,Grey,Summer,Casual,Converse Unisex Grey Flip Flops,Grey
38623,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,Nike Men Green Polo T-shirt,Green
32319,Men,Accessories,Watches,Watches,Black,Winter,Casual,Q&Q Men Black Dial Watch,Black
